name	bin_id	collection_id	profile_db_path	contigs_db_path
year_1978_Bin_19_MAG_00003	year_1978_Bin_19_MAG_00003	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_20_MAG_00002	year_1978_Bin_20_MAG_00002	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_23_MAG_00001	year_1978_Bin_23_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_24_MAG_00002	year_1978_Bin_24_MAG_00002	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_27_MAG_00001	year_1978_Bin_27_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_3_MAG_00001	year_1978_Bin_3_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_3_MAG_00002	year_1978_Bin_3_MAG_00002	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_31_MAG_00001	year_1978_Bin_31_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_33_MAG_00001	year_1978_Bin_33_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_35_MAG_00001	year_1978_Bin_35_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_36_MAG_00001	year_1978_Bin_36_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_37_MAG_00001	year_1978_Bin_37_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_37_MAG_00002	year_1978_Bin_37_MAG_00002	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_37_MAG_00003	year_1978_Bin_37_MAG_00003	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_37_MAG_00004	year_1978_Bin_37_MAG_00004	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_37_MAG_00005	year_1978_Bin_37_MAG_00005	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_39_MAG_00001	year_1978_Bin_39_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_4_MAG_00001	year_1978_Bin_4_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_40_MAG_00001	year_1978_Bin_40_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_40_MAG_00002	year_1978_Bin_40_MAG_00002	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_40_MAG_00003	year_1978_Bin_40_MAG_00003	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_5_MAG_00002	year_1978_Bin_5_MAG_00002	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_6_MAG_00001	year_1978_Bin_6_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_6_MAG_00002	year_1978_Bin_6_MAG_00002	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_8_MAG_00001	year_1978_Bin_8_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_1978_Bin_9_MAG_00001	year_1978_Bin_9_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_1_MAG_00001	year_2021_Bin_1_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_12_MAG_00001	year_2021_Bin_12_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_12_MAG_00002	year_2021_Bin_12_MAG_00002	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_13_MAG_00001	year_2021_Bin_13_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_14_MAG_00001	year_2021_Bin_14_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_15_MAG_00001	year_2021_Bin_15_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_16_MAG_00001	year_2021_Bin_16_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_16_MAG_00002	year_2021_Bin_16_MAG_00002	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_17_MAG_00001	year_2021_Bin_17_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_17_MAG_00003	year_2021_Bin_17_MAG_00003	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_17_MAG_00004	year_2021_Bin_17_MAG_00004	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_18_MAG_00001	year_2021_Bin_18_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_18_MAG_00002	year_2021_Bin_18_MAG_00002	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_2_MAG_00001	year_2021_Bin_2_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_2_MAG_00002	year_2021_Bin_2_MAG_00002	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_20_MAG_00002	year_2021_Bin_20_MAG_00002	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_22_MAG_00002	year_2021_Bin_22_MAG_00002	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_22_MAG_00003	year_2021_Bin_22_MAG_00003	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_23_MAG_00001	year_2021_Bin_23_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_25_MAG_00001	year_2021_Bin_25_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_25_MAG_00002	year_2021_Bin_25_MAG_00002	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_29_MAG_00001	year_2021_Bin_29_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_34_MAG_00001	year_2021_Bin_34_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_37_MAG_00001	year_2021_Bin_37_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_38_MAG_00001	year_2021_Bin_38_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_39_MAG_00001	year_2021_Bin_39_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_39_MAG_00002	year_2021_Bin_39_MAG_00002	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_4_MAG_00001	year_2021_Bin_4_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_40_MAG_00001	year_2021_Bin_40_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_40_MAG_00002	year_2021_Bin_40_MAG_00002	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_40_MAG_00003	year_2021_Bin_40_MAG_00003	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
